date,vc_tempmax,vc_tempmin,vc_temp,humidity,precipitation,precip_probability,precip_type,wind_speed,wind_direction,pressure,cloud_cover,visibility,uv_index,conditions
2016-11-29,60.2,51.2,56.0,84.9,2.196,100.0,['rain'],18.3,172.6,1014.8,94.9,5.7,1.0,"Rain, Overcast"
2016-11-30,56.9,49.9,54.1,91.1,0.644,100.0,['rain'],12.8,77.0,1010.5,57.9,5.2,1.0,"Rain, Partially cloudy"
2016-12-01,53.1,43.1,50.2,65.2,0.165,100.0,['rain'],16.9,283.3,1003.8,61.6,8.7,4.0,"Rain, Partially cloudy"
2016-12-02,49.9,39.8,44.8,51.2,0.0,0.0,,12.8,274.0,1011.8,37.2,9.9,5.0,Partially cloudy
2016-12-03,47.0,40.9,43.9,49.8,0.0,0.0,,20.5,304.4,1016.6,75.3,9.9,4.0,Partially cloudy
2016-12-04,46.1,38.9,41.9,46.0,0.0,0.0,,13.5,330.8,1022.3,30.9,9.9,4.0,Partially cloudy
2016-12-05,47.9,38.9,43.3,67.8,0.186,100.0,['rain'],16.7,274.2,1016.7,52.7,8.5,3.0,"Rain, Partially cloudy"
2016-12-06,46.1,38.0,42.0,64.3,0.352,100.0,['rain'],11.6,61.7,1017.4,39.5,9.1,3.0,"Rain, Partially cloudy"
2016-12-07,45.0,39.9,42.2,81.0,0.094,100.0,['rain'],12.7,22.7,1014.5,86.0,7.5,1.0,"Rain, Partially cloudy"
2016-12-08,44.5,35.5,41.7,49.7,0.0,0.0,,17.1,267.8,1014.3,46.2,9.9,3.0,Partially cloudy
2016-12-09,40.9,30.8,35.1,44.3,0.0,0.0,,24.8,287.6,1019.9,34.5,9.9,4.0,Partially cloudy
2016-12-10,35.1,29.0,31.5,53.9,0.0,0.0,,14.4,292.7,1028.2,36.1,9.9,3.0,Partially cloudy
2016-12-11,34.1,28.1,31.2,60.4,0.031,100.0,"['rain', 'snow']",9.0,250.1,1031.2,59.2,9.0,4.0,"Snow, Rain, Partially cloudy"
2016-12-12,45.0,34.1,40.7,84.0,0.503,100.0,"['rain', 'snow']",11.4,264.1,1013.3,65.2,6.7,2.0,"Snow, Rain, Partially cloudy"
2016-12-13,43.1,36.0,39.7,53.2,0.0,0.0,,8.8,257.8,1019.2,28.4,9.9,4.0,Partially cloudy
2016-12-14,42.2,34.1,38.2,49.3,0.0,0.0,,11.4,277.7,1014.8,24.7,9.5,4.0,Partially cloudy
2016-12-15,34.1,19.1,25.3,33.6,0.0,0.0,,19.2,284.6,1013.7,40.8,9.7,4.0,Partially cloudy
2016-12-16,26.1,17.1,21.7,46.5,0.0,0.0,['snow'],10.3,268.4,1028.1,23.1,9.9,4.0,Partially cloudy
2016-12-17,38.9,25.1,32.0,83.3,0.724,100.0,"['rain', 'snow']",9.2,257.5,1017.4,99.0,5.0,1.0,"Snow, Rain, Overcast"
2016-12-18,57.8,31.9,44.8,78.0,0.044,100.0,['rain'],13.9,282.4,1014.7,79.8,6.8,1.0,"Rain, Partially cloudy"
2016-12-19,30.8,24.2,26.8,43.2,0.0,0.0,,16.0,5.6,1037.9,0.2,9.9,5.0,Clear
2016-12-20,33.2,20.0,27.1,46.0,0.0,0.0,,10.3,302.8,1031.7,0.1,9.9,4.0,Clear
2016-12-21,39.8,29.9,35.3,48.3,0.0,0.0,,13.0,255.5,1021.4,4.4,9.9,4.0,Clear
2016-12-22,48.8,38.0,41.8,48.7,0.0,0.0,,15.9,271.3,1017.2,48.1,9.9,4.0,Partially cloudy
2016-12-23,46.1,38.9,42.2,48.3,0.0,0.0,,10.3,270.6,1028.1,4.9,9.9,4.0,Clear
2016-12-24,46.1,38.0,42.6,73.1,0.472,100.0,['rain'],11.4,250.2,1022.6,64.7,7.8,1.0,"Rain, Partially cloudy"
2016-12-25,49.9,38.0,42.9,56.8,0.0,0.0,,12.4,358.8,1031.4,1.1,9.9,4.0,Clear
2016-12-26,49.9,33.2,39.2,72.1,0.02,100.0,['rain'],11.4,80.1,1034.6,78.7,9.0,2.0,"Rain, Partially cloudy"
2016-12-27,60.2,40.9,53.9,67.0,0.0,0.0,,13.4,264.2,1011.6,53.7,9.8,3.0,Partially cloudy
2016-12-28,39.8,35.1,38.1,54.0,0.0,0.0,,8.1,303.4,1018.5,63.1,9.9,4.0,Partially cloudy
2016-12-29,46.1,34.1,39.4,72.6,0.39,100.0,['rain'],14.7,251.7,1008.1,49.6,7.9,1.0,"Rain, Partially cloudy"
2016-12-30,39.8,34.1,36.7,60.3,0.012,100.0,"['rain', 'snow']",13.9,270.5,1005.2,34.5,9.9,4.0,"Snow, Rain, Partially cloudy"
2016-12-31,44.1,31.9,37.9,48.6,0.0,0.0,,22.5,217.8,1016.7,34.2,9.9,3.0,Partially cloudy
2017-01-01,47.0,40.9,44.5,41.2,0.0,0.0,,13.4,282.7,1020.7,22.6,9.9,4.0,Partially cloudy
2017-01-02,40.9,37.1,38.8,78.6,0.187,100.0,['rain'],15.0,67.1,1030.0,63.1,7.6,1.0,"Rain, Partially cloudy"
2017-01-03,43.1,38.9,40.6,97.4,0.585,100.0,['rain'],17.2,67.7,1011.3,100.0,3.7,1.0,"Rain, Overcast"
2017-01-04,52.1,35.1,43.9,67.6,0.031,100.0,['rain'],22.8,272.9,999.5,52.6,9.1,3.0,"Rain, Partially cloudy"
2017-01-05,34.1,27.0,30.3,41.2,0.0,0.0,"['rain', 'snow']",17.4,267.2,1012.7,22.8,9.9,3.0,Partially cloudy
2017-01-06,33.2,26.1,29.4,57.8,0.051,100.0,"['rain', 'snow']",9.2,323.3,1017.8,41.3,8.0,4.0,"Snow, Rain, Partially cloudy"
2017-01-07,25.1,20.0,21.9,69.9,0.329,100.0,['snow'],16.7,12.2,1023.2,73.9,4.6,1.0,"Snow, Partially cloudy"
2017-01-08,24.2,17.1,20.0,50.5,0.0,0.0,['snow'],15.0,296.2,1026.6,30.0,9.2,5.0,Partially cloudy
2017-01-09,22.9,15.2,19.0,51.8,0.0,0.0,,12.4,257.4,1038.6,18.4,9.9,4.0,Clear
2017-01-10,44.1,21.8,31.0,63.7,0.0,0.0,,8.1,192.2,1033.4,40.4,9.9,4.0,Partially cloudy
2017-01-11,51.2,43.1,46.7,74.7,0.388,100.0,['rain'],13.9,212.0,1024.3,40.2,8.8,4.0,"Rain, Partially cloudy"
2017-01-12,65.0,46.1,58.2,75.2,0.181,100.0,['rain'],12.8,226.3,1017.9,62.8,9.3,2.0,"Rain, Partially cloudy"
2017-01-13,62.0,31.9,46.3,53.7,0.0,0.0,,17.6,311.2,1029.1,12.0,9.9,5.0,Clear
2017-01-14,33.2,28.1,30.7,63.5,0.121,100.0,"['rain', 'snow']",9.2,29.8,1035.1,42.1,7.3,4.0,"Snow, Rain, Partially cloudy"
2017-01-15,38.0,29.9,33.7,63.3,0.0,0.0,"['rain', 'snow']",9.2,303.6,1027.2,15.9,9.7,5.0,Clear
2017-01-16,43.1,29.9,36.2,53.8,0.0,0.0,,11.4,273.1,1029.3,16.2,9.9,5.0,Clear
2017-01-17,42.2,38.0,39.6,78.0,0.321,100.0,['rain'],8.1,81.8,1021.0,96.1,5.4,1.0,"Rain, Overcast"
2017-01-18,40.9,38.0,39.4,92.7,0.09,100.0,['rain'],9.6,36.3,1014.1,99.1,7.4,1.0,"Rain, Overcast"
2017-01-19,47.9,38.9,42.5,73.4,0.0,0.0,,8.1,306.6,1016.5,67.5,9.9,5.0,Partially cloudy
2017-01-20,45.0,39.8,41.6,75.7,0.102,100.0,['rain'],10.3,88.5,1014.9,90.7,8.7,3.0,"Rain, Overcast"
2017-01-21,47.9,40.9,43.6,93.8,0.0,0.0,,8.1,248.3,1010.9,85.0,4.6,2.0,Partially cloudy
2017-01-22,47.0,43.1,44.9,93.6,0.051,100.0,['rain'],16.1,62.1,1007.0,92.0,4.7,2.0,"Rain, Overcast"
2017-01-23,44.1,36.0,39.5,81.7,0.947,100.0,['rain'],25.3,67.3,1007.0,94.7,7.9,1.0,"Rain, Overcast"
2017-01-24,38.0,35.1,36.3,94.7,1.378,100.0,"['rain', 'snow']",17.2,12.5,994.6,84.9,5.2,1.0,"Snow, Rain, Partially cloudy"
2017-01-25,51.2,37.1,43.0,60.8,0.011,100.0,['rain'],13.9,292.1,1002.6,34.8,9.9,5.0,"Rain, Partially cloudy"
2017-01-26,54.0,43.1,48.2,57.4,0.02,100.0,['rain'],17.2,269.7,997.2,68.8,9.7,3.0,"Rain, Partially cloudy"
2017-01-27,43.1,37.1,40.8,50.8,0.0,0.0,,17.2,273.8,1002.8,70.3,9.9,3.0,Partially cloudy
2017-01-28,38.9,34.1,36.4,52.0,0.0,0.0,,20.3,261.5,1004.9,87.3,9.9,3.0,Partially cloudy
2017-01-29,42.2,36.0,38.5,44.6,0.0,0.0,,12.7,258.1,1005.9,32.8,9.9,5.0,Partially cloudy
2017-01-30,36.0,30.8,33.6,42.0,0.0,0.0,,11.4,324.1,1009.1,49.1,9.9,5.0,Partially cloudy
2017-01-31,31.9,26.1,29.3,68.1,0.064,100.0,"['rain', 'snow']",9.8,52.6,1011.9,70.3,7.0,3.0,"Snow, Rain, Partially cloudy"
2017-02-01,47.0,34.1,41.3,56.8,0.0,0.0,,15.2,261.8,1013.1,50.6,9.5,5.0,Partially cloudy
2017-02-02,45.0,33.2,38.5,49.9,0.0,0.0,,14.7,287.0,1018.3,37.5,9.9,5.0,Partially cloudy
2017-02-03,33.2,26.1,29.7,41.7,0.0,0.0,,11.0,301.7,1021.8,25.7,9.9,4.0,Partially cloudy
2017-02-04,34.1,21.8,28.0,37.8,0.0,0.0,,13.9,278.4,1026.2,2.2,9.9,6.0,Clear
2017-02-05,42.2,31.9,36.8,42.8,0.0,0.0,,12.6,241.9,1016.0,56.8,9.9,4.0,Partially cloudy
2017-02-06,47.9,36.0,41.8,47.5,0.0,0.0,,18.8,291.0,1017.5,27.8,9.7,6.0,Partially cloudy
2017-02-07,42.2,37.1,38.4,89.9,0.271,100.0,['rain'],12.8,65.0,1011.2,72.0,4.4,2.0,"Rain, Partially cloudy"
2017-02-08,60.2,38.0,47.9,73.1,0.031,100.0,['rain'],8.1,353.4,1003.3,39.9,6.6,6.0,"Rain, Partially cloudy"
2017-02-09,44.1,19.1,28.9,68.1,1.158,100.0,"['rain', 'snow']",23.4,340.4,1004.8,69.6,5.2,2.0,"Snow, Rain, Partially cloudy"
2017-02-10,31.9,19.1,25.6,48.4,0.0,0.0,['snow'],15.0,274.1,1021.6,19.7,9.5,6.0,Clear
2017-02-11,47.0,29.9,39.6,52.9,0.0,0.0,['rain'],9.2,320.4,1015.2,39.0,9.9,5.0,Partially cloudy
2017-02-12,38.9,29.9,33.6,86.7,0.467,100.0,"['rain', 'snow']",13.9,70.4,1012.5,72.5,5.9,1.0,"Snow, Rain, Partially cloudy"
2017-02-13,38.0,30.8,34.8,60.9,0.02,100.0,['rain'],24.5,300.4,1008.3,50.4,9.9,6.0,"Rain, Partially cloudy"
2017-02-14,39.8,28.1,34.0,57.0,0.0,0.0,,12.7,263.2,1011.9,7.9,9.9,5.0,Clear
2017-02-15,46.1,36.0,39.8,66.1,0.0,0.0,,18.3,272.7,998.2,34.7,9.3,5.0,Partially cloudy
2017-02-16,35.1,28.1,32.1,51.9,0.0,0.0,,15.0,298.0,1002.0,51.3,9.9,5.0,Partially cloudy
2017-02-17,40.9,26.1,33.6,45.1,0.0,0.0,,15.6,298.1,1010.4,1.2,9.9,7.0,Clear
2017-02-18,63.0,36.0,49.5,37.6,0.0,0.0,,13.9,242.9,1008.0,0.1,9.9,6.0,Clear
2017-02-19,65.0,55.1,59.3,36.0,0.0,0.0,,10.4,282.5,1009.0,11.0,9.9,5.0,Clear
2017-02-20,54.0,40.9,48.1,39.0,0.0,0.0,,15.0,342.3,1021.5,0.1,9.9,7.0,Clear
2017-02-21,46.1,35.1,40.8,48.2,0.0,0.0,,14.4,129.8,1025.8,0.2,9.9,6.0,Clear
2017-02-22,56.9,43.1,48.6,64.6,0.0,0.0,,8.1,226.7,1015.4,30.6,9.7,5.0,Partially cloudy
2017-02-23,65.0,44.1,54.5,74.5,0.0,0.0,,9.2,223.4,1011.3,25.6,8.3,6.0,Partially cloudy
2017-02-24,69.2,57.8,62.8,69.5,0.0,0.0,,11.4,187.4,1012.2,8.1,9.9,6.0,Clear
2017-02-25,62.2,47.0,55.0,87.5,0.518,100.0,['rain'],12.8,180.4,1004.9,58.9,8.1,5.0,"Rain, Partially cloudy"
2017-02-26,44.1,36.0,39.1,44.8,0.025,100.0,['rain'],15.0,294.0,1015.0,56.1,9.9,7.0,"Rain, Partially cloudy"
2017-02-27,53.1,35.1,44.2,41.2,0.0,0.0,,15.5,236.8,1028.1,16.8,9.9,5.0,Clear
2017-02-28,57.8,47.0,51.6,67.5,0.0,0.0,,10.7,110.8,1024.7,71.9,9.6,7.0,Partially cloudy
2017-03-01,69.2,54.0,60.7,79.3,0.122,100.0,['rain'],12.8,214.3,1004.2,57.4,8.5,4.0,"Rain, Partially cloudy"
2017-03-02,64.1,37.1,47.5,35.9,0.0,0.0,,25.4,285.4,1006.6,9.8,9.9,7.0,Clear
2017-03-03,38.9,25.1,32.7,36.6,0.0,0.0,,13.9,301.0,1023.5,22.5,9.9,6.0,Partially cloudy
2017-03-04,29.9,18.0,23.8,35.0,0.0,0.0,,13.9,307.6,1032.7,30.0,9.9,6.0,Partially cloudy
2017-03-05,36.0,13.9,24.6,25.6,0.0,0.0,,19.7,331.4,1035.7,0.0,9.9,8.0,Clear
2017-03-06,44.1,26.1,35.3,35.3,0.0,0.0,,11.4,169.2,1032.3,35.1,9.9,7.0,Partially cloudy
2017-03-07,54.0,42.2,47.5,78.8,0.1,100.0,['rain'],8.1,160.8,1024.1,67.2,8.5,4.0,"Rain, Partially cloudy"
2017-03-08,57.8,47.0,54.8,48.1,0.024,100.0,['rain'],16.6,248.9,1013.8,50.4,9.9,8.0,"Rain, Partially cloudy"
2017-03-09,61.1,48.8,54.5,23.3,0.0,0.0,,20.8,282.2,1013.9,25.6,9.9,8.0,Partially cloudy
2017-03-10,47.9,25.2,35.6,60.5,0.311,100.0,"['rain', 'snow']",16.2,350.5,1011.8,64.9,7.2,4.0,"Snow, Rain, Partially cloudy"
2017-03-11,28.1,17.1,22.4,43.6,0.0,0.0,['snow'],20.3,298.9,1020.8,49.2,9.9,6.0,Partially cloudy
2017-03-12,29.0,19.1,24.1,39.4,0.0,0.0,,16.4,304.3,1026.1,11.5,9.9,8.0,Clear
2017-03-13,35.1,20.0,26.7,42.4,0.0,0.0,"['rain', 'snow']",13.4,323.3,1030.1,14.6,9.9,8.0,Clear
2017-03-14,30.8,22.9,28.8,84.6,1.971,100.0,"['rain', 'snow']",20.9,19.7,1002.6,89.9,3.3,1.0,"Snow, Rain, Partially cloudy"
2017-03-15,26.1,20.0,23.2,54.1,0.0,0.0,['snow'],18.4,284.3,1002.9,47.7,9.7,7.0,Partially cloudy
2017-03-16,38.9,24.2,31.0,41.8,0.0,0.0,['snow'],21.5,286.4,1014.0,7.4,9.9,8.0,Clear
2017-03-17,46.1,29.9,37.0,39.6,0.0,0.0,,11.4,277.8,1022.5,3.2,9.9,8.0,Clear
2017-03-18,38.9,34.1,35.8,65.1,0.083,100.0,"['rain', 'snow']",13.9,66.7,1022.1,59.6,8.7,3.0,"Snow, Rain, Partially cloudy"
2017-03-19,47.0,34.1,39.8,50.5,0.0,0.0,,13.9,35.1,1021.1,24.3,9.9,8.0,Partially cloudy
2017-03-20,51.2,33.2,42.2,34.2,0.0,0.0,,14.3,328.1,1018.6,22.7,9.9,8.0,Partially cloudy
2017-03-21,57.8,43.1,49.5,38.6,0.0,0.0,,9.2,297.6,1012.4,61.1,9.9,7.0,Partially cloudy
2017-03-22,51.2,25.1,36.2,30.6,0.0,0.0,,20.8,312.7,1019.4,7.7,9.9,9.0,Clear
2017-03-23,42.2,22.9,31.8,29.7,0.0,0.0,,13.3,308.8,1033.8,0.0,9.9,9.0,Clear
2017-03-24,56.0,37.1,45.2,43.3,0.0,0.0,,16.0,223.9,1027.1,45.5,9.9,4.0,Partially cloudy
2017-03-25,61.1,44.1,52.9,57.7,0.012,100.0,['rain'],12.7,347.8,1022.1,32.7,9.7,5.0,"Rain, Partially cloudy"
2017-03-26,43.1,37.1,39.5,80.7,0.142,100.0,['rain'],13.9,74.1,1029.7,87.3,8.5,2.0,"Rain, Partially cloudy"
2017-03-27,52.1,38.0,43.8,91.0,0.261,100.0,['rain'],10.3,55.2,1019.1,86.0,4.6,3.0,"Rain, Partially cloudy"
2017-03-28,47.0,40.9,43.4,94.8,0.728,100.0,['rain'],10.3,64.0,1013.8,94.1,4.9,2.0,"Rain, Overcast"
2017-03-29,57.8,44.1,49.3,60.4,0.0,0.0,,16.1,351.8,1017.6,47.7,9.5,9.0,Partially cloudy
2017-03-30,51.2,38.0,44.0,45.3,0.012,100.0,['rain'],12.7,55.5,1022.6,34.5,9.9,8.0,"Rain, Partially cloudy"
2017-03-31,45.0,38.0,39.6,91.0,1.483,100.0,['rain'],20.8,100.1,1015.0,93.7,4.3,1.0,"Rain, Overcast"
2017-04-01,46.1,37.1,41.4,77.6,0.043,100.0,['rain'],26.4,26.1,1009.5,94.6,8.3,3.0,"Rain, Overcast"
2017-04-02,62.1,40.9,51.3,46.0,0.0,0.0,,11.3,314.5,1018.4,25.2,9.9,9.0,Partially cloudy
2017-04-03,63.0,49.9,54.8,42.0,0.0,0.0,,11.4,176.0,1017.4,21.0,9.9,8.0,Partially cloudy
2017-04-04,51.2,46.1,48.4,92.0,1.229,100.0,['rain'],11.4,90.7,1004.3,96.6,6.3,3.0,"Rain, Overcast"
2017-04-05,63.0,45.0,51.2,76.5,0.0,0.0,,10.3,88.6,1011.9,56.6,6.8,8.0,Partially cloudy
2017-04-06,52.1,40.9,44.6,89.7,0.761,100.0,['rain'],20.8,99.2,1002.2,80.5,6.7,2.0,"Rain, Partially cloudy"
2017-04-07,51.2,40.9,46.3,61.9,0.0,0.0,,17.2,263.6,995.4,56.5,9.9,4.0,Partially cloudy
2017-04-08,56.0,39.8,47.0,38.6,0.0,0.0,,19.7,301.6,1009.1,34.5,9.9,9.0,Partially cloudy
2017-04-09,65.9,45.0,53.8,33.0,0.0,0.0,,10.7,248.8,1019.8,0.1,9.9,9.0,Clear
2017-04-10,74.0,54.0,64.2,37.4,0.0,0.0,,12.7,211.9,1020.8,0.2,9.9,8.0,Clear
2017-04-11,80.1,62.1,68.8,48.1,0.0,0.0,,11.8,203.2,1019.3,0.2,9.9,9.0,Clear
2017-04-12,74.0,57.8,65.7,59.5,0.024,100.0,['rain'],9.4,336.8,1020.3,20.7,9.5,6.0,"Rain, Partially cloudy"
2017-04-13,64.1,48.8,56.2,39.1,0.0,0.0,,14.4,330.4,1026.7,2.2,9.9,9.0,Clear
2017-04-14,65.0,48.8,56.1,33.6,0.0,0.0,,12.8,107.4,1028.4,15.7,9.9,9.0,Clear
2017-04-15,65.0,51.2,57.6,51.8,0.0,0.0,,9.2,196.6,1025.9,38.2,9.9,7.0,Partially cloudy
2017-04-16,84.8,60.2,71.7,59.4,0.0,0.0,,13.4,254.2,1013.1,22.9,9.5,8.0,Partially cloudy
2017-04-17,74.0,62.1,67.9,44.0,0.0,0.0,,17.6,311.5,1014.2,16.5,9.9,6.0,Clear
2017-04-18,65.9,48.8,55.7,44.6,0.0,0.0,,13.9,98.3,1027.2,0.1,9.9,9.0,Clear
2017-04-19,52.1,45.0,48.0,70.9,0.0,0.0,,14.7,155.2,1030.6,80.2,9.9,6.0,Partially cloudy
2017-04-20,65.0,49.9,55.8,78.0,0.173,100.0,['rain'],10.3,102.4,1019.2,79.6,7.6,5.0,"Rain, Partially cloudy"
2017-04-21,55.1,47.9,50.4,91.1,0.291,100.0,['rain'],10.3,74.9,1014.3,98.6,7.5,2.0,"Rain, Overcast"
2017-04-22,56.0,47.9,52.3,84.6,0.118,100.0,['rain'],9.2,35.5,1013.7,86.3,8.5,1.0,"Rain, Partially cloudy"
2017-04-23,65.0,46.1,53.7,55.3,0.0,0.0,,9.2,59.5,1018.7,4.3,9.9,9.0,Clear
2017-04-24,60.2,47.9,54.5,63.8,0.0,0.0,,9.2,75.3,1020.6,42.9,9.7,4.0,Partially cloudy
2017-04-25,54.3,48.8,51.5,92.6,0.862,100.0,['rain'],21.6,71.0,1016.7,93.6,7.0,3.0,"Rain, Overcast"
2017-04-26,59.1,52.1,56.5,95.2,0.371,100.0,['rain'],11.4,61.2,1008.5,99.5,5.4,2.0,"Rain, Overcast"
2017-04-27,67.9,56.9,61.3,88.9,0.0,0.0,,10.3,159.0,1011.8,85.8,3.9,6.0,Partially cloudy
2017-04-28,83.0,56.9,69.5,65.0,0.0,0.0,,11.8,211.8,1014.3,39.2,5.7,9.0,Partially cloudy
2017-04-29,83.9,64.1,75.0,60.3,0.059,100.0,['rain'],13.9,277.6,1015.8,16.5,9.2,7.0,Rain
2017-04-30,69.2,53.1,59.9,51.4,0.0,0.0,,11.4,88.2,1022.4,88.2,9.9,5.0,Partially cloudy
2017-05-01,72.0,48.8,59.0,79.5,0.0,0.0,,9.2,92.0,1013.3,63.3,6.6,6.0,Partially cloudy
2017-05-02,74.0,64.1,69.1,57.2,0.0,0.0,,16.2,248.0,1002.9,51.1,9.3,6.0,Partially cloudy
2017-05-03,65.0,55.1,60.3,37.8,0.0,0.0,,21.1,295.9,1013.0,51.2,9.9,6.0,Partially cloudy
2017-05-04,63.0,47.9,54.5,46.4,0.0,0.0,,11.1,108.1,1023.3,4.8,9.9,9.0,Clear
2017-05-05,58.9,51.2,54.6,90.5,3.069,100.0,['rain'],18.6,80.7,1008.5,79.4,5.7,2.0,"Rain, Partially cloudy"
2017-05-06,65.0,54.0,59.4,84.4,0.181,100.0,['rain'],21.6,170.9,996.2,68.3,6.0,6.0,"Rain, Partially cloudy"
2017-05-07,54.0,48.8,51.4,68.8,0.012,100.0,['rain'],14.4,251.3,1003.5,55.5,9.6,6.0,"Rain, Partially cloudy"
2017-05-08,56.9,45.0,50.9,49.7,0.0,0.0,,17.6,297.1,1011.1,56.2,9.9,8.0,Partially cloudy
2017-05-09,61.1,47.0,53.1,50.4,0.0,0.0,,9.2,55.7,1014.3,39.4,9.9,8.0,Partially cloudy
2017-05-10,69.1,49.9,56.1,52.5,0.0,0.0,,6.9,88.6,1016.3,39.1,9.9,8.0,Partially cloudy
2017-05-11,61.1,46.7,54.2,53.4,0.0,0.0,,7.3,61.8,1016.6,10.4,9.9,9.0,Clear
2017-05-12,62.1,47.9,54.2,65.2,0.0,0.0,,10.3,131.8,1017.4,19.7,9.9,5.0,Clear
2017-05-13,53.1,45.0,49.5,89.9,1.556,100.0,['rain'],12.8,72.4,1012.1,88.9,5.2,1.0,"Rain, Partially cloudy"
2017-05-14,65.0,46.1,55.1,69.5,0.072,100.0,['rain'],12.9,328.4,1004.4,55.8,9.8,8.0,"Rain, Partially cloudy"
2017-05-15,66.8,53.1,59.7,52.3,0.0,0.0,,15.0,305.8,1006.7,45.7,9.9,6.0,Partially cloudy
2017-05-16,78.2,56.0,67.1,45.8,0.0,0.0,,9.2,294.2,1014.9,2.2,9.9,9.0,Clear
2017-05-17,90.1,65.0,77.5,47.2,0.0,0.0,,8.7,227.6,1014.4,1.2,9.9,9.0,Clear
2017-05-18,92.0,74.9,83.2,51.8,0.0,0.0,,18.4,226.0,1012.2,7.6,9.9,8.0,Clear
2017-05-19,90.1,73.1,82.3,52.1,0.0,0.0,,15.0,269.5,1011.6,11.1,9.9,9.0,Clear
2017-05-20,67.9,56.0,61.0,54.5,0.012,100.0,['rain'],12.8,55.1,1023.7,43.8,9.9,2.0,"Rain, Partially cloudy"
2017-05-21,66.8,53.1,59.4,48.8,0.0,0.0,,13.9,160.9,1027.0,14.7,9.9,10.0,Clear
2017-05-22,61.1,53.2,57.0,91.0,0.598,100.0,['rain'],9.2,156.8,1019.0,94.9,5.8,1.0,"Rain, Overcast"
2017-05-23,67.9,56.9,62.6,67.9,0.0,0.0,,6.9,12.4,1012.6,20.5,9.2,7.0,Partially cloudy
2017-05-24,66.8,56.0,62.0,68.4,0.04,100.0,['rain'],11.4,76.3,1007.9,59.0,9.7,6.0,"Rain, Partially cloudy"
2017-05-25,58.9,56.0,57.1,92.9,0.533,100.0,['rain'],16.1,73.9,1003.5,89.1,5.2,1.0,"Rain, Partially cloudy"
2017-05-26,73.1,56.0,64.1,75.5,0.226,100.0,['rain'],16.0,301.1,1002.0,66.0,9.0,7.0,"Rain, Partially cloudy"
2017-05-27,71.1,58.9,65.7,68.5,0.0,0.0,,5.8,311.6,1011.2,51.6,9.9,5.0,Partially cloudy
2017-05-28,71.1,57.8,63.7,74.5,0.0,0.0,,12.7,140.3,1013.5,39.2,8.6,7.0,Partially cloudy
2017-05-29,61.1,56.0,57.6,86.7,0.135,100.0,['rain'],9.2,75.7,1014.6,84.8,9.4,3.0,"Rain, Partially cloudy"
2017-05-30,58.9,55.1,57.1,89.2,0.051,100.0,['rain'],9.3,144.8,1020.4,99.5,8.8,4.0,"Rain, Overcast"
2017-05-31,74.9,57.8,64.7,84.6,0.044,100.0,['rain'],5.8,109.1,1015.9,56.5,6.6,6.0,"Rain, Partially cloudy"
2017-06-01,78.2,58.9,69.1,60.6,0.0,0.0,,11.4,279.8,1013.2,25.1,9.6,8.0,Partially cloudy
2017-06-02,74.0,56.9,67.5,41.6,0.012,100.0,['rain'],14.1,309.3,1013.9,11.1,9.9,9.0,Rain
2017-06-03,72.0,55.1,64.6,44.8,0.012,100.0,['rain'],16.3,304.3,1014.6,32.5,9.9,9.0,"Rain, Partially cloudy"
2017-06-04,67.9,56.0,62.3,60.1,0.023,100.0,['rain'],5.8,132.5,1014.6,35.4,9.9,8.0,"Rain, Partially cloudy"
2017-06-05,66.8,57.8,62.5,89.2,0.091,100.0,['rain'],8.6,63.5,1007.7,80.8,4.8,5.0,"Rain, Partially cloudy"
2017-06-06,60.2,53.1,55.7,89.2,0.063,100.0,['rain'],13.9,60.7,1008.4,91.2,8.3,2.0,"Rain, Overcast"
2017-06-07,66.8,52.1,59.1,66.3,0.0,0.0,,11.4,41.9,1015.0,54.9,9.9,5.0,Partially cloudy
2017-06-08,67.9,56.0,61.8,62.5,0.0,0.0,,6.9,85.6,1014.7,2.2,9.9,8.0,Clear
2017-06-09,80.1,54.0,67.8,51.4,0.0,0.0,,15.8,284.6,1007.9,12.2,9.9,9.0,Clear
2017-06-10,83.9,66.8,76.3,46.7,0.0,0.0,,14.5,240.1,1014.3,17.0,9.9,9.0,Clear
2017-06-11,90.1,72.0,81.9,48.2,0.0,0.0,,13.6,244.4,1016.7,0.1,9.9,9.0,Clear
2017-06-12,92.0,75.8,84.1,47.1,0.0,0.0,,8.1,258.1,1015.3,0.1,9.9,10.0,Clear
2017-06-13,93.8,78.2,86.0,47.9,0.0,0.0,,11.4,276.0,1012.2,10.1,9.8,9.0,Clear
2017-06-14,83.9,69.2,75.5,62.9,0.288,100.0,['rain'],10.3,86.0,1014.5,43.0,9.0,9.0,"Rain, Partially cloudy"
2017-06-15,74.9,65.0,69.5,55.4,0.0,0.0,,12.4,158.4,1017.2,18.4,9.9,9.0,Clear
2017-06-16,67.9,64.1,66.0,82.0,0.0,0.0,,9.2,89.0,1015.0,79.8,8.8,2.0,Partially cloudy
2017-06-17,73.1,65.9,69.1,90.3,1.399,100.0,['rain'],5.8,119.1,1013.6,95.6,6.1,2.0,"Rain, Overcast"
2017-06-18,83.9,70.1,77.0,82.8,0.0,0.0,,15.4,173.0,1010.8,52.3,7.1,6.0,Partially cloudy
2017-06-19,87.2,70.1,78.0,81.9,1.282,100.0,['rain'],18.3,188.2,1009.7,35.0,8.3,9.0,"Rain, Partially cloudy"
